UniProtID	GO_ID	GO_Name	GO_Aspect
A0A2K3DHC4	GO:0005783	endoplasmic reticulum	cellular_component
A0A2K3DHC4	GO:0016020	membrane	cellular_component
A0A2K3DHC4	GO:0071944	cell periphery	cellular_component
A0A2K3DHJ9	GO:0005737	cytoplasm	cellular_component
A0A2K3DHJ9	GO:0005737	cytoplasm	cellular_component
A8IZ88	GO:0004176	ATP-dependent peptidase activity	molecular_function
A8IZ88	GO:0004222	metalloendopeptidase activity	molecular_function
A8IZ88	GO:0005524	ATP binding	molecular_function
A8IZ88	GO:0006508	proteolysis	biological_process
A0A2K3DI90	GO:0004620	phospholipase activity	molecular_function
A0A2K3DI90	GO:0030149	sphingolipid catabolic process	biological_process
A0A2K3DI90	GO:0046513	ceramide biosynthetic process	biological_process
A0A2K3DI90	GO:0005783	endoplasmic reticulum	cellular_component
A0A2K3DI90	GO:0016020	membrane	cellular_component
A0A2K3DI90	GO:0071944	cell periphery	cellular_component
A0A2K3DI69	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3DI69	GO:0061630	ubiquitin protein ligase activity	molecular_function
A0A2K3DI69	GO:0006397	mRNA processing	biological_process
A0A2K3DI69	GO:0006511	ubiquitin-dependent protein catabolic process	biological_process
A0A2K3DI69	GO:0016567	protein ubiquitination	biological_process
A0A2K3DI69	GO:0016567	protein ubiquitination	biological_process
A0A2K3DI69	GO:0005634	nucleus	cellular_component
A0A2K3DG62	GO:0003723	RNA binding	molecular_function
A0A2K3DG62	GO:0000963	mitochondrial RNA processing	biological_process
A0A2K3DG62	GO:0044528	regulation of mitochondrial mRNA stability	biological_process
A0A2K3DG62	GO:1901259	chloroplast rRNA processing	biological_process
A0A2K3DG62	GO:0005759	mitochondrial matrix	cellular_component
A0A2K3DG62	GO:0035770	ribonucleoprotein granule	cellular_component
A0A2K3DG62	GO:0009507	chloroplast	cellular_component
A0A2K3DHQ2	GO:0046872	metal ion binding	molecular_function
A0A2K3DHQ2	GO:0051536	iron-sulfur cluster binding	molecular_function
A0A2K3DHQ2	GO:0090560	2-(3-amino-3-carboxypropyl)histidine synthase activity	molecular_function
A0A2K3DHQ2	GO:0017183	protein histidyl modification to diphthamide	biological_process
A0A2K3DHQ2	GO:0017183	protein histidyl modification to diphthamide	biological_process
A0A2K3DHQ6	GO:0046872	metal ion binding	molecular_function
A0A2K3DHQ6	GO:0051536	iron-sulfur cluster binding	molecular_function
A0A2K3DHQ6	GO:0090560	2-(3-amino-3-carboxypropyl)histidine synthase activity	molecular_function
A0A2K3DHQ6	GO:0017183	protein histidyl modification to diphthamide	biological_process
A8J484	GO:0034038	deoxyhypusine synthase activity	molecular_function
A8J484	GO:0008216	spermidine metabolic process	biological_process
A8J484	GO:0005737	cytoplasm	cellular_component
A0A2K3DHC6	GO:0016020	membrane	cellular_component
A0A2K3DI33	GO:0016020	membrane	cellular_component
A0A2K3DHX0	GO:0003723	RNA binding	molecular_function
A0A2K3DHX0	GO:0003729	mRNA binding	molecular_function
A0A2K3DHX0	GO:0005634	nucleus	cellular_component
A0A2K3DHX0	GO:0005737	cytoplasm	cellular_component
A0A2K3DHX2	GO:0003723	RNA binding	molecular_function
A0A2K3DHX2	GO:0016020	membrane	cellular_component
A0A2K3DH29	GO:0016020	membrane	cellular_component
A0A2K3DH27	GO:0016020	membrane	cellular_component
A0A2K3DID5	GO:0004556	alpha-amylase activity	molecular_function
A0A2K3DID5	GO:0004556	alpha-amylase activity	molecular_function
A0A2K3DID5	GO:0005509	calcium ion binding	molecular_function
A0A2K3DID5	GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function
A0A2K3DID5	GO:0005975	carbohydrate metabolic process	biological_process
A0A2K3DID5	GO:0005987	sucrose catabolic process	biological_process
A0A2K3DID5	GO:0004556	alpha-amylase activity	molecular_function
A0A2K3DID5	GO:0004556	alpha-amylase activity	molecular_function
A0A2K3DID5	GO:0005509	calcium ion binding	molecular_function
A0A2K3DID5	GO:0016798	hydrolase activity, acting on glycosyl bonds	molecular_function
A0A2K3DID5	GO:0005975	carbohydrate metabolic process	biological_process
A0A2K3DID5	GO:0005987	sucrose catabolic process	biological_process
A0A2K3DH52	GO:0004672	protein kinase activity	molecular_function
A0A2K3DH52	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DH52	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DH52	GO:0005524	ATP binding	molecular_function
A8J450	GO:0003723	RNA binding	molecular_function
A8J450	GO:0003723	RNA binding	molecular_function
A8J450	GO:0005730	nucleolus	cellular_component
A8J450	GO:0005730	nucleolus	cellular_component
A0A2K3DHP9	GO:0000049	tRNA binding	molecular_function
A0A2K3DHP9	GO:0003729	mRNA binding	molecular_function
A0A2K3DHP9	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3DHP9	GO:0003743	translation initiation factor activity	molecular_function
A0A2K3DHP9	GO:0043022	ribosome binding	molecular_function
A0A2K3DHP9	GO:0006412	translation	biological_process
A0A2K3DHP9	GO:0006413	translational initiation	biological_process
A0A2K3DHP9	GO:0006417	regulation of translation	biological_process
A0A2K3DHP9	GO:0022627	cytosolic small ribosomal subunit	cellular_component
A8IYY6	GO:0004081	bis(5'-nucleosyl)-tetraphosphatase (asymmetrical) activity	molecular_function
A8IYY6	GO:0016787	hydrolase activity	molecular_function
A8IYY6	GO:0006167	AMP biosynthetic process	biological_process
A8IYY6	GO:0006754	ATP biosynthetic process	biological_process
A0A2K3DHS8	GO:0003677	DNA binding	molecular_function
A0A2K3DHS8	GO:0003677	DNA binding	molecular_function
A0A2K3DHS8	GO:0003682	chromatin binding	molecular_function
A0A2K3DHS8	GO:0004386	helicase activity	molecular_function
A0A2K3DHS8	GO:0005524	ATP binding	molecular_function
A0A2K3DHS8	GO:0008270	zinc ion binding	molecular_function
A0A2K3DHS8	GO:0016787	hydrolase activity	molecular_function
A0A2K3DHS8	GO:0016887	ATP hydrolysis activity	molecular_function
A0A2K3DHS8	GO:0042393	histone binding	molecular_function
A0A2K3DHS8	GO:0140658	ATP-dependent chromatin remodeler activity	molecular_function
A0A2K3DHS8	GO:0006338	chromatin remodeling	biological_process
A0A2K3DHS8	GO:0006338	chromatin remodeling	biological_process
A0A2K3DHS8	GO:0000785	chromatin	cellular_component
A0A2K3DHS8	GO:0005634	nucleus	cellular_component
A0A2K3DHS8	GO:0005634	nucleus	cellular_component
A0A2K3DHK5	GO:0004620	phospholipase activity	molecular_function
A0A2K3DHK5	GO:0030149	sphingolipid catabolic process	biological_process
A0A2K3DHK5	GO:0046513	ceramide biosynthetic process	biological_process
A0A2K3DHK5	GO:0005783	endoplasmic reticulum	cellular_component
A0A2K3DHK5	GO:0016020	membrane	cellular_component
A0A2K3DHK5	GO:0071944	cell periphery	cellular_component
A0A2K3DH31	GO:0000049	tRNA binding	molecular_function
A0A2K3DH31	GO:0002161	aminoacyl-tRNA editing activity	molecular_function
A0A2K3DH31	GO:0003676	nucleic acid binding	molecular_function
A0A2K3DH31	GO:0004812	aminoacyl-tRNA ligase activity	molecular_function
A0A2K3DH31	GO:0004813	alanine-tRNA ligase activity	molecular_function
A0A2K3DH31	GO:0004813	alanine-tRNA ligase activity	molecular_function
A0A2K3DH31	GO:0005524	ATP binding	molecular_function
A0A2K3DH31	GO:0008270	zinc ion binding	molecular_function
A0A2K3DH31	GO:0046872	metal ion binding	molecular_function
A0A2K3DH31	GO:0006412	translation	biological_process
A0A2K3DH31	GO:0006419	alanyl-tRNA aminoacylation	biological_process
A0A2K3DH31	GO:0006419	alanyl-tRNA aminoacylation	biological_process
A0A2K3DH31	GO:0070143	mitochondrial alanyl-tRNA aminoacylation	biological_process
A0A2K3DH31	GO:0106074	aminoacyl-tRNA metabolism involved in translational fidelity	biological_process
A0A2K3DH31	GO:0005829	cytosol	cellular_component
A0A2K3DH31	GO:0005737	cytoplasm	cellular_component
A0A2K3DH31	GO:0005739	mitochondrion	cellular_component
A0A2K3DH17	GO:0000049	tRNA binding	molecular_function
A0A2K3DH17	GO:0003676	nucleic acid binding	molecular_function
A0A2K3DH17	GO:0004812	aminoacyl-tRNA ligase activity	molecular_function
A0A2K3DH17	GO:0004813	alanine-tRNA ligase activity	molecular_function
A0A2K3DH17	GO:0005524	ATP binding	molecular_function
A0A2K3DH17	GO:0008270	zinc ion binding	molecular_function
A0A2K3DH17	GO:0046872	metal ion binding	molecular_function
A0A2K3DH17	GO:0006412	translation	biological_process
A0A2K3DH17	GO:0006419	alanyl-tRNA aminoacylation	biological_process
A0A2K3DH17	GO:0070143	mitochondrial alanyl-tRNA aminoacylation	biological_process
A0A2K3DH17	GO:0005737	cytoplasm	cellular_component
A0A2K3DH17	GO:0005739	mitochondrion	cellular_component
A0A2K3DGV8	GO:0010436	carotenoid dioxygenase activity	molecular_function
A0A2K3DGV8	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function
A0A2K3DGV8	GO:0046872	metal ion binding	molecular_function
A0A2K3DGV8	GO:0016121	carotene catabolic process	biological_process
A0A2K3DGV8	GO:0009570	chloroplast stroma	cellular_component
A0A2K3DGV8	GO:0010436	carotenoid dioxygenase activity	molecular_function
A0A2K3DGV8	GO:0016702	oxidoreductase activity, acting on single donors with incorporation of molecular oxygen, incorporation of two atoms of oxygen	molecular_function
A0A2K3DGV8	GO:0046872	metal ion binding	molecular_function
A0A2K3DGV8	GO:0016121	carotene catabolic process	biological_process
A0A2K3DGV8	GO:0009570	chloroplast stroma	cellular_component
A8J474	GO:0051082	unfolded protein binding	molecular_function
A8J474	GO:0006457	protein folding	biological_process
A8J474	GO:0005737	cytoplasm	cellular_component
A0A2K3DI35	GO:0005640	nuclear outer membrane	cellular_component
A0A2K3DHT1	GO:0004144	diacylglycerol O-acyltransferase activity	molecular_function
A0A2K3DHT1	GO:0008374	O-acyltransferase activity	molecular_function
A0A2K3DHT1	GO:0008374	O-acyltransferase activity	molecular_function
A0A2K3DHT1	GO:0016746	acyltransferase activity	molecular_function
A0A2K3DHT1	GO:0006629	lipid metabolic process	biological_process
A0A2K3DHT1	GO:0006629	lipid metabolic process	biological_process
A0A2K3DHT1	GO:0005783	endoplasmic reticulum	cellular_component
A0A2K3DHT1	GO:0005789	endoplasmic reticulum membrane	cellular_component
A0A2K3DHT1	GO:0016020	membrane	cellular_component
A0A2K3DHP5	GO:0030638	polyketide metabolic process	biological_process
A0A2K3DHY8	GO:0004672	protein kinase activity	molecular_function
A0A2K3DHY8	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DHY8	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DHY8	GO:0005524	ATP binding	molecular_function
A0A2K3DHY8	GO:0007165	signal transduction	biological_process
A0A2K3DHW2	GO:0016020	membrane	cellular_component
A0A2K3DGZ4	GO:0022857	transmembrane transporter activity	molecular_function
A0A2K3DGZ4	GO:0055085	transmembrane transport	biological_process
A0A2K3DGZ4	GO:0016020	membrane	cellular_component
A8J425	GO:0022857	transmembrane transporter activity	molecular_function
A8J425	GO:0055085	transmembrane transport	biological_process
A8J425	GO:0016020	membrane	cellular_component
A0A2K3DGX6	GO:0003684	damaged DNA binding	molecular_function
A0A2K3DGX6	GO:0031593	polyubiquitin modification-dependent protein binding	molecular_function
A0A2K3DGX6	GO:0031593	polyubiquitin modification-dependent protein binding	molecular_function
A0A2K3DGX6	GO:0043130	ubiquitin binding	molecular_function
A0A2K3DGX6	GO:0043130	ubiquitin binding	molecular_function
A0A2K3DGX6	GO:0070628	proteasome binding	molecular_function
A0A2K3DGX6	GO:0006281	DNA repair	biological_process
A0A2K3DGX6	GO:0006289	nucleotide-excision repair	biological_process
A0A2K3DGX6	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological_process
A0A2K3DGX6	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological_process
A0A2K3DGX6	GO:0005654	nucleoplasm	cellular_component
A0A2K3DGX6	GO:0005829	cytosol	cellular_component
A0A2K3DGX6	GO:0005634	nucleus	cellular_component
A0A2K3DGX6	GO:0005737	cytoplasm	cellular_component
A0A2K3DGW0	GO:0003684	damaged DNA binding	molecular_function
A0A2K3DGW0	GO:0031593	polyubiquitin modification-dependent protein binding	molecular_function
A0A2K3DGW0	GO:0043130	ubiquitin binding	molecular_function
A0A2K3DGW0	GO:0006281	DNA repair	biological_process
A0A2K3DGW0	GO:0006289	nucleotide-excision repair	biological_process
A0A2K3DGW0	GO:0043161	proteasome-mediated ubiquitin-dependent protein catabolic process	biological_process
A0A2K3DGW0	GO:0005634	nucleus	cellular_component
A0A2K3DGW0	GO:0005737	cytoplasm	cellular_component
A0A2K3DGB6	GO:0005216	monoatomic ion channel activity	molecular_function
A0A2K3DGB6	GO:0005216	monoatomic ion channel activity	molecular_function
A0A2K3DGB6	GO:0005262	calcium channel activity	molecular_function
A0A2K3DGB6	GO:0006811	monoatomic ion transport	biological_process
A0A2K3DGB6	GO:0055085	transmembrane transport	biological_process
A0A2K3DGB6	GO:0070588	calcium ion transmembrane transport	biological_process
A0A2K3DGB6	GO:0098703	calcium ion import across plasma membrane	biological_process
A0A2K3DGB6	GO:0005886	plasma membrane	cellular_component
A0A2K3DGB6	GO:0005886	plasma membrane	cellular_component
A0A2K3DGB6	GO:0016020	membrane	cellular_component
A0A2K3DIC1	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DIC1	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DIC1	GO:0004705	JUN kinase activity	molecular_function
A0A2K3DIC1	GO:0004707	MAP kinase activity	molecular_function
A0A2K3DIC1	GO:0005524	ATP binding	molecular_function
A0A2K3DIC1	GO:0000165	MAPK cascade	biological_process
A0A2K3DIC1	GO:0007254	JNK cascade	biological_process
A0A2K3DIC1	GO:0035556	intracellular signal transduction	biological_process
A0A2K3DIC1	GO:0005634	nucleus	cellular_component
A0A2K3DIC1	GO:0005737	cytoplasm	cellular_component
A0A2K3DGJ3	GO:0009881	photoreceptor activity	molecular_function
A0A2K3DGJ3	GO:0016020	membrane	cellular_component
A0A2K3DGL1	GO:0009881	photoreceptor activity	molecular_function
A0A2K3DGL1	GO:0016020	membrane	cellular_component
A0A2K3DHB5	GO:0000049	tRNA binding	molecular_function
A0A2K3DHB5	GO:0002098	tRNA wobble uridine modification	biological_process
A0A2K3DHB5	GO:0002926	tRNA wobble base 5-methoxycarbonylmethyl-2-thiouridinylation	biological_process
A0A2K3DHB5	GO:0008033	tRNA processing	biological_process
A0A2K3DHB5	GO:0005829	cytosol	cellular_component
A0A2K3DHB5	GO:0005737	cytoplasm	cellular_component
A0A2K3DHB5	GO:0033588	elongator holoenzyme complex	cellular_component
A0A2K3DHB5	GO:0033588	elongator holoenzyme complex	cellular_component
A0A2K3DHP2	GO:0004360	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	molecular_function
A0A2K3DHP2	GO:0004360	glutamine-fructose-6-phosphate transaminase (isomerizing) activity	molecular_function
A0A2K3DHP2	GO:0008483	transaminase activity	molecular_function
A0A2K3DHP2	GO:0097367	carbohydrate derivative binding	molecular_function
A0A2K3DHP2	GO:0006002	fructose 6-phosphate metabolic process	biological_process
A0A2K3DHP2	GO:0006047	UDP-N-acetylglucosamine metabolic process	biological_process
A0A2K3DHP2	GO:0006487	protein N-linked glycosylation	biological_process
A0A2K3DHP2	GO:1901135	carbohydrate derivative metabolic process	biological_process
A0A2K3DI58	GO:0004672	protein kinase activity	molecular_function
A0A2K3DI58	GO:0004674	protein serine/threonine kinase activity	molecular_function
A0A2K3DI58	GO:0004683	calcium/calmodulin-dependent protein kinase activity	molecular_function
A0A2K3DI58	GO:0005509	calcium ion binding	molecular_function
A0A2K3DI58	GO:0005516	calmodulin binding	molecular_function
A0A2K3DI58	GO:0005524	ATP binding	molecular_function
A0A2K3DI58	GO:0009931	calcium-dependent protein serine/threonine kinase activity	molecular_function
A0A2K3DI58	GO:0046872	metal ion binding	molecular_function
A0A2K3DI58	GO:0035556	intracellular signal transduction	biological_process
A0A2K3DI58	GO:0005634	nucleus	cellular_component
A0A2K3DI58	GO:0005737	cytoplasm	cellular_component
A0A2K3DI14	GO:0008270	zinc ion binding	molecular_function
A0A2K3DI14	GO:0016301	kinase activity	molecular_function
A0A2K3DI14	GO:0016301	kinase activity	molecular_function
A0A2K3DI14	GO:0009507	chloroplast	cellular_component
A0A2K3DI14	GO:0016020	membrane	cellular_component
A0A2K3DG70	GO:0004721	phosphoprotein phosphatase activity	molecular_function
A0A2K3DG70	GO:0008330	protein tyrosine/threonine phosphatase activity	molecular_function
A0A2K3DG70	GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity	molecular_function
A0A2K3DG70	GO:0033550	MAP kinase tyrosine phosphatase activity	molecular_function
A0A2K3DG70	GO:0007165	signal transduction	biological_process
A0A2K3DG70	GO:0043409	negative regulation of MAPK cascade	biological_process
A0A2K3DG70	GO:0005737	cytoplasm	cellular_component
A0A2K3DG70	GO:0004721	phosphoprotein phosphatase activity	molecular_function
A0A2K3DG70	GO:0008330	protein tyrosine/threonine phosphatase activity	molecular_function
A0A2K3DG70	GO:0017017	MAP kinase tyrosine/serine/threonine phosphatase activity	molecular_function
A0A2K3DG70	GO:0033550	MAP kinase tyrosine phosphatase activity	molecular_function
A0A2K3DG70	GO:0007165	signal transduction	biological_process
A0A2K3DG70	GO:0043409	negative regulation of MAPK cascade	biological_process
A0A2K3DG70	GO:0005737	cytoplasm	cellular_component
A0A2K3DGK7	GO:0006355	regulation of DNA-templated transcription	biological_process
A0A2K3DGK7	GO:0005634	nucleus	cellular_component
